SGD-WPV_train_accuracy,SGD-WPV_train_losss,SGD-WPV_test_loss,SGD-WPV_test_accuracy
tensor(0.8958),120.12907730042934,33.1492383480072,tensor(0.8591)
tensor(0.8980),117.50245493650436,37.07895478606224,tensor(0.8422)
tensor(0.9263),85.39828710258007,26.29705910384655,tensor(0.8861)
tensor(0.9416),68.04930696636438,28.207203656435013,tensor(0.8821)
tensor(0.9339),76.32977088540792,31.121885120868683,tensor(0.8730)
tensor(0.9186),93.74794508516788,34.41383025050163,tensor(0.8554)
tensor(0.9062),107.98329608142376,37.53750467300415,tensor(0.8438)
tensor(0.8977),118.93977591395378,35.0183210670948,tensor(0.8550)
tensor(0.8910),126.61984227597713,36.04154834151268,tensor(0.8487)
tensor(0.8915),127.21482080221176,34.43326371908188,tensor(0.8531)
tensor(0.8908),126.84791293740273,38.02326625585556,tensor(0.8392)
tensor(0.8896),127.99050442874432,35.99536859989166,tensor(0.8482)
tensor(0.8891),127.9422188848257,37.925307005643845,tensor(0.8405)
tensor(0.8912),126.56258322298527,34.55022260546684,tensor(0.8533)
tensor(0.8902),125.68043909966946,33.64750009775162,tensor(0.8580)
tensor(0.8909),125.80259700119495,34.6185907125473,tensor(0.8572)
tensor(0.8913),126.23865535855293,35.04363411664963,tensor(0.8493)
tensor(0.8918),125.54110413789749,36.987237602472305,tensor(0.8414)
tensor(0.8923),124.57475167512894,36.365224570035934,tensor(0.8454)
tensor(0.8931),123.9795001745224,40.719776660203934,tensor(0.8353)
