true_label,p_true_label,variance,predicted_label
7.0,0.9994221925735474,0.0002576458500698209,7.0
7.0,0.9997454285621643,7.705049938522279e-05,7.0
9.0,0.9999322891235352,8.06656462373212e-05,9.0
6.0,0.6687602400779724,0.039388079196214676,6.0
2.0,0.6650111675262451,0.03455663472414017,2.0
1.0,0.9352995753288269,0.010999348014593124,1.0
9.0,0.9998588562011719,0.0001627543824724853,9.0
6.0,0.9833159446716309,0.003915545996278524,6.0
4.0,0.9672442674636841,0.00769535219296813,4.0
0.0,0.5495726466178894,0.032969627529382706,0.0
0.0,0.9707401394844055,0.011670219711959362,0.0
0.0,0.8304142355918884,0.026718784123659134,0.0
7.0,0.9990172386169434,0.0003732771147042513,7.0
1.0,0.9865509271621704,0.004017136059701443,1.0
3.0,0.9382554292678833,0.012823138386011124,3.0
4.0,0.913586437702179,0.01940944977104664,4.0
8.0,0.9999980330467224,1.1549184819159564e-05,8.0
3.0,0.7978517413139343,0.01958836242556572,3.0
0.0,0.8903948068618774,0.011680280789732933,0.0
2.0,0.9570496678352356,0.007798723876476288,2.0
2.0,0.5592443943023682,0.03210229426622391,2.0
9.0,0.963720977306366,0.00614828011021018,9.0
7.0,0.9998569488525391,8.254920248873532e-05,7.0
3.0,0.4225326478481293,0.025299260392785072,8.0
2.0,0.7622441053390503,0.01414739340543747,2.0
8.0,0.9999980330467224,1.275483828067081e-05,8.0
0.0,0.0038690909277647734,0.0007577234646305442,8.0
5.0,0.9722642302513123,0.0046316771768033504,5.0
6.0,0.9977195262908936,0.0009376690723001957,6.0
6.0,0.9883049130439758,0.002734787529334426,6.0
3.0,0.01699424535036087,0.0035653605591505766,5.0
1.0,0.9920276999473572,0.0024439659900963306,1.0
5.0,0.9979097843170166,0.0005655235727317631,5.0
3.0,0.6598124504089355,0.022075189277529716,3.0
1.0,0.8360167145729065,0.016031162813305855,1.0
6.0,0.9957537055015564,0.0021851409692317247,6.0
0.0,0.6873607039451599,0.04153815284371376,0.0
1.0,0.9999942183494568,1.4946397641324438e-05,1.0
1.0,0.45949092507362366,0.036902397871017456,8.0
0.0,0.983284592628479,0.003814065596088767,0.0
0.0,0.9991296529769897,0.00046042882604524493,0.0
