SGD-WPV_train_accuracy,SGD-WPV_train_losss,SGD-WPV_test_loss,SGD-WPV_test_accuracy
tensor(0.8959),120.60048238188028,31.812758177518845,tensor(0.8674)
tensor(0.8955),120.8604059368372,34.33805027604103,tensor(0.8574)
tensor(0.9281),84.07609236240387,25.24502359330654,tensor(0.8947)
tensor(0.9401),70.08470402657986,27.570308446884155,tensor(0.8854)
tensor(0.9346),77.19381906837225,28.217197999358177,tensor(0.8831)
tensor(0.9232),89.45796977728605,33.940148025751114,tensor(0.8564)
tensor(0.9078),107.43006245791912,35.45341268181801,tensor(0.8512)
tensor(0.8993),116.59553158283234,39.91439136862755,tensor(0.8333)
tensor(0.8937),124.38829647004604,39.75236904621124,tensor(0.8324)
tensor(0.8889),130.62249545753002,35.33551147580147,tensor(0.8491)
tensor(0.8931),126.77381111681461,33.96044959127903,tensor(0.8589)
tensor(0.8891),128.75189171731472,34.3432140648365,tensor(0.8583)
tensor(0.8918),126.27899870276451,37.371796905994415,tensor(0.8419)
tensor(0.8879),129.27433551847935,37.49904078245163,tensor(0.8399)
tensor(0.8878),129.63083964586258,36.383109003305435,tensor(0.8454)
tensor(0.8909),126.76861573755741,34.74752825498581,tensor(0.8554)
tensor(0.8916),127.10923959314823,34.88580623269081,tensor(0.8503)
tensor(0.8884),128.0879285633564,36.67211824655533,tensor(0.8450)
tensor(0.8922),124.85624691843987,36.57028430700302,tensor(0.8437)
tensor(0.8922),125.18900007009506,41.58312723040581,tensor(0.8362)
