true_label,p_true_label,variance,predicted_label
6.0,0.9516098499298096,0.014515391550958157,6.0
5.0,0.8663449287414551,0.03487970679998398,5.0
7.0,0.997692883014679,0.001014530542306602,7.0
9.0,0.9999094009399414,5.860862074769102e-05,9.0
9.0,0.9999980330467224,1.1004241059708875e-05,9.0
2.0,0.9994536638259888,0.00047148120938800275,2.0
3.0,0.03580179437994957,0.006814761087298393,7.0
8.0,0.9999198913574219,4.795905988430604e-05,8.0
0.0,0.7501384019851685,0.05643276870250702,0.0
1.0,0.9902327656745911,0.00877752061933279,1.0
8.0,1.0,9.999999747378752e-06,8.0
2.0,0.1477944254875183,0.02514924295246601,9.0
3.0,0.07231568545103073,0.00764301186427474,0.0
7.0,0.9639273285865784,0.007074540480971336,7.0
8.0,0.9995842576026917,0.0002399432414676994,8.0
8.0,0.9995108842849731,0.00013943843077868223,8.0
9.0,0.997268557548523,0.0018127545481547713,9.0
3.0,0.12974728643894196,0.017404401674866676,7.0
1.0,0.28803926706314087,0.06865886598825455,9.0
1.0,0.908284068107605,0.024645132943987846,1.0
0.0,0.05085650086402893,0.007580502424389124,8.0
1.0,0.9998835921287537,7.800286402925849e-05,1.0
7.0,0.9999885559082031,1.6277375834761187e-05,7.0
7.0,1.0,9.999999747378752e-06,7.0
2.0,0.995348334312439,0.003067214274778962,2.0
6.0,0.027254758402705193,0.00586244510486722,9.0
8.0,0.43666812777519226,0.049611806869506836,0.0
0.0,0.9999150633811951,7.964771066326648e-05,0.0
9.0,0.9999351501464844,3.471934178378433e-05,9.0
8.0,0.9999980330467224,1.2278434951440431e-05,8.0
3.0,0.9997358322143555,0.00014475926582235843,3.0
2.0,0.015388919040560722,0.008876930922269821,1.0
8.0,0.9999141693115234,6.610981654375792e-05,8.0
0.0,0.04548626393079758,0.012752045877277851,8.0
8.0,0.9999380111694336,6.940547609701753e-05,8.0
6.0,0.9999933242797852,1.2504867299867328e-05,6.0
7.0,0.997491180896759,0.0009848566260188818,7.0
0.0,0.9997730851173401,0.00013891498383600265,0.0
3.0,0.7705687880516052,0.028221849352121353,3.0
7.0,0.9999580383300781,3.8060228689573705e-05,7.0
0.0,0.06170128658413887,0.011318624019622803,9.0
2.0,0.6448387503623962,0.04349831864237785,2.0
5.0,0.1821291595697403,0.03859108313918114,9.0
1.0,0.9616410732269287,0.00839731004089117,1.0
3.0,0.9999094009399414,8.509584586136043e-05,3.0
3.0,0.5657626986503601,0.0445457361638546,3.0
0.0,0.9995213747024536,0.00015076926501933485,0.0
2.0,0.8417166471481323,0.03212687000632286,2.0
5.0,0.5018326044082642,0.05843358859419823,5.0
0.0,0.9993002414703369,0.00026886671548709273,0.0
1.0,0.04482731595635414,0.02140246145427227,9.0
7.0,0.999995231628418,1.7653439499554224e-05,7.0
0.0,0.9998522400856018,7.548186113126576e-05,0.0
1.0,0.17547348141670227,0.04789560288190842,9.0
9.0,0.998591423034668,0.0003962636983487755,9.0
6.0,0.014282351359724998,0.005640566349029541,8.0
1.0,0.1771707385778427,0.04465072974562645,9.0
8.0,0.9998312592506409,6.988879613345489e-05,8.0
5.0,0.9981563687324524,0.0008530676132068038,5.0
0.0,0.9972400665283203,0.0006245388649404049,0.0
0.0,0.9877738952636719,0.0031378683634102345,0.0
5.0,0.9790430665016174,0.005850710906088352,5.0
8.0,0.9999599456787109,2.9626526156789623e-05,8.0
