baseline_train_accuracy,baseline_train_losss,baseline_test_loss,baseline_test_accuracy
tensor(0.8030),1017.6395233049989,142.3930490091443,tensor(0.8413)
tensor(0.8424),828.5597520843148,143.6338461190462,tensor(0.8425)
tensor(0.8462),812.6164475157857,140.9906100705266,tensor(0.8430)
tensor(0.8479),804.2300940603018,221.95458675920963,tensor(0.7694)
tensor(0.8536),785.9468269571662,158.22781752049923,tensor(0.8312)
tensor(0.8478),815.6199851334095,143.1278049275279,tensor(0.8439)
tensor(0.8522),790.503558639437,145.71103607863188,tensor(0.8454)
tensor(0.8581),766.6623622886837,153.57409885525703,tensor(0.8313)
tensor(0.8526),799.4993464611471,134.59306096285582,tensor(0.8522)
tensor(0.8580),771.0532928481698,165.34179692715406,tensor(0.8415)
tensor(0.8750),653.7996008694172,126.27666090428829,tensor(0.8604)
tensor(0.8811),618.1835764683783,124.58007753640413,tensor(0.8708)
tensor(0.8806),620.3310502879322,135.18259839713573,tensor(0.8608)
tensor(0.8824),606.219035550952,131.16923465579748,tensor(0.8627)
tensor(0.8841),605.1512185968459,136.6478570662439,tensor(0.8685)
tensor(0.8825),610.736809335649,131.83077050745487,tensor(0.8694)
tensor(0.8861),582.2499622106552,134.54569490998983,tensor(0.8675)
tensor(0.8859),594.5662649869919,132.26121285930276,tensor(0.8658)
tensor(0.8886),579.9850226659328,137.22756861150265,tensor(0.8722)
tensor(0.8893),566.3637061938643,151.37297908216715,tensor(0.8751)
tensor(0.8984),506.75629936158657,132.6069085150957,tensor(0.8753)
tensor(0.9004),497.25624218024313,134.53698802739382,tensor(0.8804)
tensor(0.9021),481.89979142695665,135.66485143452883,tensor(0.8772)
tensor(0.9047),477.993682352826,138.90655168518424,tensor(0.8808)
tensor(0.9039),485.1272138506174,143.39337320253253,tensor(0.8762)
tensor(0.9045),472.5988698131405,141.31157448142767,tensor(0.8821)
tensor(0.9060),467.86848649568856,146.89531983807683,tensor(0.8785)
tensor(0.9077),460.29043041728437,153.0618609637022,tensor(0.8799)
tensor(0.9064),466.822477215901,159.5815339051187,tensor(0.8793)
tensor(0.9068),457.17849853262305,161.40794878453016,tensor(0.8788)
tensor(0.9142),419.75150118395686,170.76977664232254,tensor(0.8803)
tensor(0.9168),410.96884267404675,179.12259555608034,tensor(0.8823)
tensor(0.9174),406.9822696261108,176.13299563899636,tensor(0.8794)
tensor(0.9176),407.5878795515746,177.1465992629528,tensor(0.8831)
tensor(0.9168),408.3154399935156,174.00042132660747,tensor(0.8818)
tensor(0.9188),393.71126344706863,174.02745051309466,tensor(0.8827)
tensor(0.9177),396.48654788546264,176.0278572589159,tensor(0.8831)
tensor(0.9196),394.2675274144858,191.14283180236816,tensor(0.8792)
tensor(0.9193),395.0618074135855,186.75165290385485,tensor(0.8806)
tensor(0.9185),391.80952133703977,193.9335458278656,tensor(0.8828)
tensor(0.9201),383.34572423249483,183.45075944811106,tensor(0.8850)
tensor(0.9203),384.00024916417897,194.99857072904706,tensor(0.8807)
tensor(0.9200),387.79047556128353,192.81175499781966,tensor(0.8769)
tensor(0.9222),381.70907637663186,189.84193451702595,tensor(0.8783)
tensor(0.9215),377.6906073819846,173.7987883388996,tensor(0.8853)
