true_label,p_true_label,variance,predicted_label
0.0,0.3604549765586853,0.07493159919977188,2.0
0.0,0.8565502762794495,0.08627679198980331,0.0
9.0,0.9895875453948975,0.08101284503936768,9.0
9.0,1.0,1.2700380466412753e-05,9.0
8.0,1.0,0.0021645352244377136,8.0
2.0,0.9093470573425293,0.03781085088849068,2.0
4.0,0.7531891465187073,0.0669807568192482,4.0
9.0,1.0,9.999999747378752e-06,9.0
5.0,1.0,9.999999747378752e-06,5.0
9.0,1.0,9.999999747378752e-06,9.0
6.0,0.10344653576612473,0.023108448833227158,4.0
0.0,0.9432112574577332,0.04894502833485603,0.0
8.0,1.0,9.999999747378752e-06,8.0
9.0,1.0,9.999999747378752e-06,9.0
9.0,1.0,9.999999747378752e-06,9.0
7.0,1.0,9.999999747378752e-06,7.0
7.0,0.9999990463256836,0.0005975430249236524,7.0
6.0,1.6850275175534466e-30,9.999999747378752e-06,1.0
8.0,1.0,9.999999747378752e-06,8.0
5.0,1.0,9.999999747378752e-06,5.0
5.0,0.9970933794975281,0.058149684220552444,5.0
5.0,1.0,0.00011265637294854969,5.0
4.0,0.9801790118217468,0.03380703926086426,4.0
1.0,1.0,9.999999747378752e-06,1.0
6.0,0.9984083771705627,0.001946010859683156,6.0
0.0,0.9961353540420532,0.04758011922240257,0.0
6.0,0.9975125789642334,0.23754335939884186,6.0
5.0,1.0,9.999999747378752e-06,5.0
0.0,1.0,1.0861831469810568e-05,0.0
9.0,1.0,9.999999747378752e-06,9.0
1.0,1.0,9.999999747378752e-06,1.0
2.0,0.9784037470817566,0.04039254039525986,2.0
5.0,1.0,9.999999747378752e-06,5.0
8.0,1.0,9.999999747378752e-06,8.0
2.0,0.6623876094818115,0.09727801382541656,2.0
6.0,0.38304653763771057,0.06467200815677643,0.0
5.0,1.0,9.999999747378752e-06,5.0
2.0,0.4780033826828003,0.06625265628099442,4.0
3.0,0.9999980330467224,8.093190263025463e-05,3.0
8.0,1.0,9.999999747378752e-06,8.0
4.0,0.864369809627533,0.29713550209999084,4.0
2.0,0.9407950639724731,0.0766553059220314,2.0
3.0,0.0040574572049081326,0.01966598443686962,1.0
2.0,0.42072707414627075,0.06548957526683807,4.0
9.0,1.0,9.999999747378752e-06,9.0
2.0,0.9821295142173767,0.19330601394176483,2.0
7.0,0.45909836888313293,0.16451194882392883,9.0
6.0,0.6885187029838562,0.15298086404800415,6.0
0.0,1.0,0.00011870708840433508,0.0
0.0,0.9811224341392517,0.027310416102409363,0.0
5.0,1.0,9.999999747378752e-06,5.0
3.0,0.9998800754547119,0.05293053761124611,3.0
4.0,0.9029264450073242,0.0627550557255745,4.0
6.0,0.1845880150794983,0.09411950409412384,0.0
7.0,1.0,1.0189113709202502e-05,7.0
8.0,1.0,9.999999747378752e-06,8.0
6.0,0.025556612759828568,0.00772301759570837,4.0
9.0,1.0,9.999999747378752e-06,9.0
7.0,0.9923366904258728,0.023709433153271675,7.0
2.0,0.7499160766601562,0.11468172073364258,2.0
2.0,0.7097829580307007,0.1467931568622589,2.0
5.0,1.0,9.999999747378752e-06,5.0
6.0,0.9785958528518677,0.05805719271302223,6.0
9.0,0.9835453033447266,0.12124638259410858,9.0
2.0,0.9650419354438782,0.036959193646907806,2.0
8.0,1.0,9.999999747378752e-06,8.0
8.0,1.0,9.999999747378752e-06,8.0
2.0,0.957587718963623,0.14146503806114197,2.0
9.0,0.07899080961942673,0.027888381853699684,7.0
5.0,1.0,9.999999747378752e-06,5.0
6.0,0.47917860746383667,0.11918894201517105,6.0
2.0,1.0,1.1615934454312082e-05,2.0
0.0,0.999992847442627,0.001397108775563538,0.0
8.0,1.0,9.999999747378752e-06,8.0
3.0,0.9998936653137207,0.0016695401864126325,3.0
8.0,1.0,9.999999747378752e-06,8.0
5.0,1.0,9.999999747378752e-06,5.0
2.0,0.856404185295105,0.10782685875892639,2.0
6.0,0.9795940518379211,0.013372743502259254,6.0
4.0,0.9992775917053223,0.006752542220056057,4.0
8.0,1.0,9.999999747378752e-06,8.0
7.0,1.0,1.123820311477175e-05,7.0
2.0,0.8328834176063538,0.27523452043533325,2.0
2.0,0.99767005443573,0.015971476212143898,2.0
4.0,0.9279068112373352,0.14853520691394806,4.0
6.0,0.3096025586128235,0.053058553487062454,4.0
6.0,0.022088073194026947,0.026311630383133888,2.0
5.0,0.9999997615814209,0.25778907537460327,5.0
4.0,0.0695674866437912,0.03812677413225174,2.0
4.0,0.9496163129806519,0.10383788496255875,4.0
2.0,0.7589432597160339,0.13075600564479828,2.0
7.0,1.0,9.999999747378752e-06,7.0
