true_label,p_true_label,variance,predicted_label
7.0,1.0,9.999999747378752e-06,7.0
7.0,1.0,0.001039913622662425,7.0
1.0,1.0,9.999999747378752e-06,1.0
2.0,0.5791137218475342,0.07808441668748856,2.0
8.0,1.0,9.999999747378752e-06,8.0
9.0,1.0,9.999999747378752e-06,9.0
2.0,0.9899504780769348,0.00915529578924179,2.0
4.0,0.9760685563087463,0.01889653131365776,4.0
9.0,1.0,9.999999747378752e-06,9.0
6.0,0.9076839089393616,0.16118229925632477,6.0
5.0,1.0,9.999999747378752e-06,5.0
0.0,0.5549806356430054,0.06317808479070663,0.0
8.0,1.0,9.999999747378752e-06,8.0
7.0,0.991990327835083,0.010652250610291958,7.0
2.0,0.9998469352722168,0.00012984240311197937,2.0
0.0,0.0655699372291565,0.04537765681743622,6.0
5.0,1.0,9.999999747378752e-06,5.0
3.0,1.0,2.108195076289121e-05,3.0
9.0,1.0,9.999999747378752e-06,9.0
6.0,0.9999980330467224,0.20140598714351654,6.0
7.0,1.0,0.10574560612440109,7.0
8.0,1.0,9.999999747378752e-06,8.0
6.0,0.8820621371269226,0.17317919433116913,6.0
4.0,0.5019595623016357,0.1144932433962822,4.0
3.0,1.0,1.0121934792550746e-05,3.0
5.0,1.0,9.999999747378752e-06,5.0
6.0,0.8965144753456116,0.08439526706933975,6.0
5.0,1.0,9.999999747378752e-06,5.0
8.0,1.0,9.999999747378752e-06,8.0
0.0,0.6995002627372742,0.2509463429450989,0.0
6.0,0.2730197608470917,0.05051598697900772,0.0
1.0,1.0,9.999999747378752e-06,1.0
0.0,0.998242974281311,0.009159618988633156,0.0
3.0,0.9999479651451111,0.0018838567193597555,3.0
9.0,1.0,9.999999747378752e-06,9.0
4.0,0.9999384880065918,0.008989060297608376,4.0
9.0,1.0,9.999999747378752e-06,9.0
8.0,1.0,9.999999747378752e-06,8.0
6.0,0.9999670386314392,0.00259223161265254,6.0
8.0,1.0,9.999999747378752e-06,8.0
4.0,0.9965769052505493,0.07249211519956589,4.0
0.0,0.9999896883964539,0.008353738114237785,0.0
4.0,0.010815314948558807,0.015142422169446945,2.0
2.0,0.9999980330467224,0.0030736911576241255,2.0
2.0,0.7123791575431824,0.11442263424396515,2.0
9.0,1.0,9.999999747378752e-06,9.0
9.0,1.0,2.273792415508069e-05,9.0
9.0,1.0,9.999999747378752e-06,9.0
0.0,0.9880254864692688,0.0853819027543068,0.0
8.0,1.0,9.999999747378752e-06,8.0
6.0,0.06654464453458786,0.26687073707580566,0.0
8.0,1.0,9.999999747378752e-06,8.0
4.0,0.9959867596626282,0.05247969925403595,4.0
2.0,0.9999351501464844,0.0364527590572834,2.0
7.0,1.0,9.999999747378752e-06,7.0
7.0,0.9990705847740173,0.08093004673719406,7.0
4.0,0.02847917005419731,0.11938220262527466,2.0
6.0,0.5226090550422668,0.06264747679233551,6.0
4.0,0.34433460235595703,0.18712089955806732,2.0
4.0,0.1260041743516922,0.23358619213104248,6.0
1.0,1.0,9.999999747378752e-06,1.0
5.0,1.0,0.034629277884960175,5.0
6.0,1.0,0.00012017150584142655,6.0
9.0,1.0,9.999999747378752e-06,9.0
2.0,0.9999969005584717,0.0002641236351337284,2.0
7.0,0.9998903274536133,0.023984739556908607,7.0
9.0,1.0,9.999999747378752e-06,9.0
1.0,1.0,9.999999747378752e-06,1.0
4.0,0.9994403719902039,0.0032986903097480536,4.0
9.0,1.0,9.999999747378752e-06,9.0
0.0,0.9995189905166626,0.006669060327112675,0.0
1.0,1.0,9.999999747378752e-06,1.0
5.0,1.0,9.999999747378752e-06,5.0
4.0,0.9921355843544006,0.021801110357046127,4.0
0.0,0.03436041623353958,0.005693035665899515,6.0
5.0,1.0,9.999999747378752e-06,5.0
9.0,1.0,9.999999747378752e-06,9.0
9.0,0.5442144870758057,0.26744547486305237,9.0
5.0,1.0,9.999999747378752e-06,5.0
5.0,1.0,1.1488212294352707e-05,5.0
0.0,0.9996753334999084,0.0662950947880745,0.0
