baseline_train_accuracy,baseline_train_losss,baseline_test_loss,baseline_test_accuracy
tensor(0.7808),1113.1865610033274,153.18412168323994,tensor(0.8225)
tensor(0.8346),866.8475450128317,151.5082158446312,tensor(0.8242)
tensor(0.8382),845.9229566529393,155.47405065596104,tensor(0.8401)
tensor(0.8435),824.3303039520979,154.03950694203377,tensor(0.8287)
tensor(0.8448),825.234835460782,161.05908666551113,tensor(0.8099)
tensor(0.8415),843.9596036151052,146.99377888441086,tensor(0.8372)
tensor(0.8430),834.1317249387503,141.3810808956623,tensor(0.8394)
tensor(0.8385),849.5764146409929,150.80913615226746,tensor(0.8344)
tensor(0.8454),818.91036850214,148.6700678691268,tensor(0.8375)
tensor(0.8443),831.6273942664266,144.86862367391586,tensor(0.8397)
tensor(0.8642),701.8315703868866,128.4443911164999,tensor(0.8583)
tensor(0.8679),686.8584588989615,128.43226946890354,tensor(0.8544)
tensor(0.8698),672.541890013963,127.26223777234554,tensor(0.8567)
tensor(0.8710),663.1408729106188,139.3687054514885,tensor(0.8439)
tensor(0.8704),662.2354687713087,126.9189222343266,tensor(0.8625)
tensor(0.8744),650.012679874897,123.05391709506512,tensor(0.8611)
tensor(0.8748),650.4473629593849,123.92408576607704,tensor(0.8571)
tensor(0.8747),647.0999741926789,128.1611551940441,tensor(0.8567)
tensor(0.8763),636.163125153631,128.63125203549862,tensor(0.8563)
tensor(0.8790),630.121468886733,122.67167948186398,tensor(0.8654)
tensor(0.8867),581.7234524004161,123.63708540052176,tensor(0.8619)
tensor(0.8877),565.5582424812019,119.16837069392204,tensor(0.8689)
tensor(0.8894),559.4563819952309,118.93580760806799,tensor(0.8722)
tensor(0.8905),555.0062997061759,117.80071893334389,tensor(0.8697)
tensor(0.8917),552.3503418788314,118.84855505824089,tensor(0.8721)
tensor(0.8921),545.9054684340954,123.84790487587452,tensor(0.8717)
tensor(0.8910),546.6691692471504,120.37836618721485,tensor(0.8675)
tensor(0.8935),534.9360312744975,121.344104193151,tensor(0.8709)
tensor(0.8925),539.7705343216658,126.98080025240779,tensor(0.8674)
tensor(0.8949),533.2874369248748,124.91630031913519,tensor(0.8697)
tensor(0.8997),502.2921906411648,121.55463716760278,tensor(0.8737)
tensor(0.9013),495.2711778320372,122.03067241609097,tensor(0.8742)
tensor(0.9018),489.60174269229174,123.69438125193119,tensor(0.8776)
tensor(0.9017),493.8500357940793,128.0586338341236,tensor(0.8759)
tensor(0.9022),487.87966985441744,129.938427682966,tensor(0.8751)
tensor(0.9014),487.5001034401357,125.49890604615211,tensor(0.8779)
tensor(0.9036),478.48206411488354,130.08691726624966,tensor(0.8768)
tensor(0.9035),479.91360449045897,125.88126953318715,tensor(0.8760)
tensor(0.9049),475.0841154400259,128.59030951559544,tensor(0.8768)
tensor(0.9050),478.3448325097561,127.55089906603098,tensor(0.8760)
tensor(0.9056),471.67509693466127,137.12408074736595,tensor(0.8764)
tensor(0.9055),470.6497460398823,134.15241850540042,tensor(0.8779)
tensor(0.9065),468.3259945586324,135.89634834229946,tensor(0.8777)
tensor(0.9064),468.22189567424357,136.28555262088776,tensor(0.8779)
tensor(0.9060),466.504730604589,126.29780079424381,tensor(0.8831)
