true_label,p_true_label,variance,predicted_label
4.0,0.8482773900032043,0.08030123263597488,4.0
9.0,0.4482237994670868,0.16299618780612946,7.0
2.0,0.8840543627738953,0.2582348883152008,2.0
0.0,0.6396976113319397,0.09195517003536224,0.0
4.0,0.1279207319021225,0.04202751815319061,2.0
8.0,1.0,9.999999747378752e-06,8.0
5.0,1.0,9.999999747378752e-06,5.0
8.0,1.0,9.999999747378752e-06,8.0
6.0,0.994450032711029,0.008667470887303352,6.0
4.0,0.6657533645629883,0.07812272012233734,4.0
0.0,0.6771111488342285,0.12968683242797852,0.0
3.0,0.9899682402610779,0.00486580329015851,3.0
2.0,0.8670625686645508,0.12321589887142181,2.0
8.0,0.9999980330467224,3.4113400033675134e-05,8.0
3.0,0.9979454874992371,0.008154516108334064,3.0
5.0,1.0,1.2951109965797514e-05,5.0
5.0,1.0,9.999999747378752e-06,5.0
6.0,0.974205732345581,0.07861214876174927,6.0
5.0,1.0,9.999999747378752e-06,5.0
9.0,1.0,9.999999747378752e-06,9.0
3.0,0.9434400200843811,0.023957977071404457,3.0
5.0,1.0,9.999999747378752e-06,5.0
1.0,1.0,9.999999747378752e-06,1.0
6.0,0.6129007339477539,0.12843208014965057,6.0
4.0,1.0,0.013367807492613792,4.0
1.0,1.0,9.999999747378752e-06,1.0
9.0,1.0,0.19377732276916504,9.0
3.0,0.8651309013366699,0.08122653514146805,3.0
2.0,0.7016012072563171,0.11772558838129044,2.0
9.0,1.0,9.999999747378752e-06,9.0
1.0,1.0,9.999999747378752e-06,1.0
2.0,0.7038406133651733,0.09529281407594681,2.0
3.0,0.7895240187644958,0.11397911608219147,3.0
2.0,0.9938682913780212,0.028357544913887978,2.0
4.0,0.9844260215759277,0.02917143516242504,4.0
7.0,0.9564090967178345,0.10746303200721741,7.0
5.0,1.0,9.999999747378752e-06,5.0
4.0,0.9983591437339783,0.016796007752418518,4.0
7.0,1.0,1.1302351595077198e-05,7.0
8.0,1.0,9.999999747378752e-06,8.0
2.0,0.49134352803230286,0.058165229856967926,2.0
0.0,1.0,0.0016013664426282048,0.0
2.0,0.9028825163841248,0.13504619896411896,2.0
3.0,0.9999923706054688,0.0010753716342151165,3.0
4.0,0.9815466403961182,0.0735468789935112,4.0
6.0,0.9485148191452026,0.10347281396389008,6.0
2.0,0.9999918341636658,0.03301917761564255,2.0
6.0,0.002222320530563593,0.0040792846120893955,4.0
6.0,0.986221194267273,0.12875241041183472,6.0
7.0,1.0,9.999999747378752e-06,7.0
7.0,1.0,1.2699123544734903e-05,7.0
2.0,0.9999942183494568,0.0013143835822120309,2.0
7.0,0.9978060722351074,0.002876562997698784,7.0
3.0,0.9806764125823975,0.023952065035700798,3.0
4.0,0.349809467792511,0.060238759964704514,4.0
1.0,1.0,9.999999747378752e-06,1.0
2.0,0.8983708620071411,0.15407776832580566,2.0
1.0,1.0,9.999999747378752e-06,1.0
1.0,1.0,9.999999747378752e-06,1.0
2.0,0.9992697834968567,0.002859956119209528,2.0
1.0,1.0,9.999999747378752e-06,1.0
9.0,0.9957244992256165,0.007692559622228146,9.0
0.0,0.9981430172920227,0.2895287871360779,0.0
2.0,0.9464225172996521,0.022061865776777267,2.0
8.0,1.0,9.999999747378752e-06,8.0
9.0,1.0,9.999999747378752e-06,9.0
4.0,0.672612190246582,0.08703050762414932,4.0
2.0,0.9602047801017761,0.0168116744607687,2.0
9.0,0.9999997615814209,1.664841693127528e-05,9.0
8.0,0.9995947480201721,0.15775500237941742,8.0
3.0,1.0,0.0011003025574609637,3.0
8.0,1.0,9.789859177544713e-05,8.0
1.0,1.0,9.999999747378752e-06,1.0
1.0,1.0,9.999999747378752e-06,1.0
5.0,1.0,9.999999747378752e-06,5.0
2.0,0.4355875849723816,0.12050329148769379,2.0
1.0,1.0,9.999999747378752e-06,1.0
8.0,1.0,9.999999747378752e-06,8.0
2.0,0.9822982549667358,0.012607168406248093,2.0
4.0,0.5516985654830933,0.10710776597261429,4.0
2.0,0.44860291481018066,0.07964014261960983,4.0
3.0,0.9389908313751221,0.10977605730295181,3.0
4.0,0.9676319360733032,0.09305015951395035,4.0
8.0,1.0,9.999999747378752e-06,8.0
8.0,1.0,9.999999747378752e-06,8.0
7.0,0.9838546514511108,0.017120731994509697,7.0
9.0,1.0,9.999999747378752e-06,9.0
7.0,1.0,9.999999747378752e-06,7.0
5.0,1.0,9.999999747378752e-06,5.0
1.0,1.0,9.999999747378752e-06,1.0
9.0,1.0,9.999999747378752e-06,9.0
0.0,0.5615890622138977,0.05210506543517113,0.0
9.0,0.9698097109794617,0.07155101001262665,9.0
0.0,0.6073612570762634,0.10647952556610107,0.0
4.0,0.4406709671020508,0.0496637225151062,4.0
8.0,1.0,9.999999747378752e-06,8.0
9.0,1.0,9.999999747378752e-06,9.0
9.0,1.0,1.0066540198749863e-05,9.0
3.0,0.0018700666259974241,0.017880110070109367,2.0
8.0,1.0,9.999999747378752e-06,8.0
8.0,1.0,9.999999747378752e-06,8.0
8.0,0.25625738501548767,0.1311342865228653,6.0
2.0,0.26375988125801086,0.07768552005290985,6.0
2.0,8.970383532869164e-06,0.0085061090067029,8.0
1.0,1.0,9.999999747378752e-06,1.0
9.0,1.0,9.999999747378752e-06,9.0
7.0,0.9409592747688293,0.06453677266836166,7.0
7.0,1.0,9.999999747378752e-06,7.0
8.0,1.0,9.999999747378752e-06,8.0
3.0,0.9991724491119385,0.006801806855946779,3.0
5.0,1.0,9.999999747378752e-06,5.0
4.0,0.7748726010322571,0.11780525743961334,4.0
6.0,0.31818562746047974,0.05435274913907051,2.0
0.0,0.9884655475616455,0.023585325106978416,0.0
8.0,1.0,9.999999747378752e-06,8.0
7.0,1.0,9.999999747378752e-06,7.0
5.0,1.0,9.999999747378752e-06,5.0
7.0,1.0,1.0504643796593882e-05,7.0
7.0,0.9966737031936646,0.00626236479729414,7.0
9.0,0.9999998807907104,1.0872068742173724e-05,9.0
9.0,0.9954356551170349,0.002671061782166362,9.0
6.0,0.7494535446166992,0.1321331262588501,6.0
0.0,0.8062832355499268,0.17775502800941467,0.0
0.0,0.9999995231628418,0.005466922651976347,0.0
0.0,0.9999918341636658,0.02356877736747265,0.0
4.0,1.0,0.019036652520298958,4.0
9.0,0.9268685579299927,0.047782473266124725,9.0
9.0,1.0,9.999999747378752e-06,9.0
8.0,1.0,9.999999747378752e-06,8.0
9.0,0.5707184672355652,0.11696993559598923,9.0
3.0,0.04115178808569908,0.0278680007904768,6.0
2.0,0.9996595978736877,0.08246270567178726,2.0
8.0,1.0,9.999999747378752e-06,8.0
6.0,0.9998931884765625,0.00901581160724163,6.0
5.0,1.0,9.999999747378752e-06,5.0
9.0,0.9999966621398926,1.2390219126245938e-05,9.0
1.0,1.0,9.999999747378752e-06,1.0
4.0,0.6801288723945618,0.04586822912096977,4.0
7.0,1.0,4.630731564247981e-05,7.0
6.0,0.3587552011013031,0.03977933153510094,0.0
7.0,0.9869743585586548,0.01754605583846569,7.0
1.0,1.0,0.0005630733212456107,1.0
3.0,0.9764530658721924,0.01735568791627884,3.0
3.0,0.539421796798706,0.10693253576755524,3.0
2.0,0.9248245358467102,0.055980317294597626,2.0
3.0,0.856868326663971,0.06919155269861221,3.0
2.0,0.7692626714706421,0.08839984983205795,2.0
1.0,1.0,9.999999747378752e-06,1.0
5.0,1.0,9.999999747378752e-06,5.0
5.0,1.0,9.999999747378752e-06,5.0
8.0,1.0,9.999999747378752e-06,8.0
5.0,1.0,9.999999747378752e-06,5.0
2.0,0.9995737671852112,0.0003776209778152406,2.0
7.0,0.9949991106987,0.004285134375095367,7.0
9.0,1.0,0.027826184406876564,9.0
6.0,0.7414839267730713,0.12284484505653381,6.0
0.0,0.9974740147590637,0.0008265229989774525,0.0
9.0,0.9996910691261292,6.340792606351897e-05,9.0
0.0,1.0,0.00904033798724413,0.0
4.0,0.7995467782020569,0.04016084223985672,4.0
9.0,1.0,9.999999747378752e-06,9.0
2.0,0.9402965903282166,0.27997004985809326,2.0
3.0,0.9964280724525452,0.0048734890297055244,3.0
7.0,0.9924634695053101,0.0025338574778288603,7.0
4.0,0.9991115927696228,0.008554769679903984,4.0
5.0,1.0,9.999999747378752e-06,5.0
5.0,1.0,9.999999747378752e-06,5.0
3.0,0.10518995672464371,0.03626533970236778,6.0
1.0,1.0,9.999999747378752e-06,1.0
9.0,0.9999903440475464,0.0010828388622030616,9.0
5.0,1.0,9.999999747378752e-06,5.0
1.0,1.0,9.999999747378752e-06,1.0
2.0,0.8689032793045044,0.02843700349330902,2.0
3.0,0.98061603307724,0.017657088115811348,3.0
2.0,0.7337269186973572,0.05504452809691429,2.0
5.0,1.0,9.999999747378752e-06,5.0
1.0,1.0,9.999999747378752e-06,1.0
7.0,1.0,9.999999747378752e-06,7.0
0.0,0.052789170295000076,0.06289254873991013,2.0
3.0,0.9997859001159668,4.5339609641814604e-05,3.0
7.0,1.0,1.0187380212300923e-05,7.0
0.0,0.7886902093887329,0.19349445402622223,0.0
5.0,1.0,2.5356412152177654e-05,5.0
2.0,0.42563772201538086,0.06679915636777878,6.0
9.0,0.9999822974205017,0.0012089351657778025,9.0
0.0,0.4574396014213562,0.12975339591503143,6.0
8.0,1.0,9.999999747378752e-06,8.0
7.0,0.020161479711532593,0.11318335682153702,5.0
2.0,0.9999980330467224,0.04066908359527588,2.0
8.0,1.0,9.999999747378752e-06,8.0
9.0,0.17384971678256989,0.1145532950758934,7.0
4.0,0.86844801902771,0.0797467976808548,4.0
2.0,0.95304936170578,0.0660427063703537,2.0
4.0,0.7832574248313904,0.1323213130235672,4.0
5.0,1.0,9.999999747378752e-06,5.0
4.0,0.1513650119304657,0.09894132614135742,3.0
3.0,0.7614082098007202,0.043887924402952194,3.0
2.0,0.8629851341247559,0.06834935396909714,2.0
4.0,0.9936404228210449,0.043932341039180756,4.0
6.0,0.0007847569650039077,0.0010467699030414224,0.0
8.0,1.0,9.999999747378752e-06,8.0
9.0,1.0,9.999999747378752e-06,9.0
7.0,0.9663938879966736,0.032842908054590225,7.0
4.0,0.008344358764588833,0.015475839376449585,2.0
7.0,0.9994850754737854,0.027025481685996056,7.0
1.0,1.0,9.999999747378752e-06,1.0
8.0,1.0,9.999999747378752e-06,8.0
7.0,1.0,1.0507746992516331e-05,7.0
6.0,0.9912633895874023,0.01635853387415409,6.0
0.0,0.9999460577964783,0.03986670449376106,0.0
6.0,0.9695671796798706,0.0842776969075203,6.0
8.0,1.0,9.999999747378752e-06,8.0
4.0,0.9958159327507019,0.07507935166358948,4.0
2.0,0.9995506405830383,0.02778300829231739,2.0
2.0,0.6986395716667175,0.05304357409477234,2.0
4.0,1.0,0.007008747197687626,4.0
3.0,0.9979963898658752,0.0010840757749974728,3.0
4.0,0.9011448621749878,0.09039714187383652,4.0
2.0,0.015415778383612633,0.027239011600613594,4.0
2.0,0.6683962345123291,0.0757199376821518,2.0
9.0,1.0,4.109190558665432e-05,9.0
8.0,1.0,9.999999747378752e-06,8.0
2.0,0.876636266708374,0.09302712231874466,2.0
6.0,0.6768980026245117,0.14800827205181122,6.0
7.0,1.0,9.999999747378752e-06,7.0
3.0,0.9999947547912598,0.00012928774231113493,3.0
9.0,1.0,9.999999747378752e-06,9.0
0.0,0.2453225553035736,0.1421598643064499,6.0
5.0,1.0,9.999999747378752e-06,5.0
5.0,1.0,9.999999747378752e-06,5.0
8.0,1.0,9.999999747378752e-06,8.0
9.0,0.8719562292098999,0.10654528439044952,9.0
0.0,1.0,0.0005169998039491475,0.0
6.0,0.21472331881523132,0.1017676293849945,0.0
9.0,0.9999129176139832,0.007743705529719591,9.0
9.0,1.0,9.999999747378752e-06,9.0
7.0,1.0,9.999999747378752e-06,7.0
0.0,0.9834268689155579,0.059852030128240585,0.0
8.0,1.0,9.999999747378752e-06,8.0
8.0,1.0,9.999999747378752e-06,8.0
9.0,0.9972983002662659,0.00712544284760952,9.0
6.0,0.4726128876209259,0.05657634884119034,6.0
1.0,0.26313507556915283,0.14087700843811035,0.0
9.0,1.0,1.1105588782811537e-05,9.0
2.0,0.9999961256980896,0.0008621862507425249,2.0
9.0,0.9609360694885254,0.026310089975595474,9.0
8.0,1.0,9.999999747378752e-06,8.0
0.0,0.8672494888305664,0.17863386869430542,0.0
0.0,0.9999985694885254,1.6396137652918696e-05,0.0
7.0,1.0,9.999999747378752e-06,7.0
5.0,1.0,9.999999747378752e-06,5.0
8.0,1.0,9.999999747378752e-06,8.0
0.0,0.12859554588794708,0.045168135315179825,6.0
4.0,0.33521345257759094,0.12897853553295135,3.0
4.0,0.8728766441345215,0.07477457821369171,4.0
5.0,1.0,9.999999747378752e-06,5.0
3.0,0.6177937984466553,0.06909093260765076,3.0
8.0,1.0,0.0009884145110845566,8.0
6.0,0.465974897146225,0.06214442849159241,6.0
9.0,1.0,1.5881152648944408e-05,9.0
9.0,0.9999691247940063,0.0001839573378674686,9.0
3.0,1.0,0.0008131536305882037,3.0
1.0,1.0,9.999999747378752e-06,1.0
1.0,1.0,9.999999747378752e-06,1.0
5.0,1.0,9.999999747378752e-06,5.0
3.0,0.9913909435272217,0.007006372790783644,3.0
6.0,0.9345501065254211,0.2529042363166809,6.0
7.0,0.8691523671150208,0.028228556737303734,7.0
6.0,0.3057127594947815,0.023223454132676125,0.0
3.0,0.4514181315898895,0.17955635488033295,3.0
8.0,1.0,9.999999747378752e-06,8.0
2.0,0.9979411959648132,0.18892474472522736,2.0
5.0,0.9999885559082031,8.019170491024852e-05,5.0
6.0,0.943633496761322,0.07979321479797363,6.0
6.0,0.09881375730037689,0.09928791224956512,2.0
3.0,0.9846622347831726,0.030283108353614807,3.0
2.0,0.9744375944137573,0.06466995924711227,2.0
3.0,0.9782276153564453,0.007179209962487221,3.0
7.0,0.8304706811904907,0.07446364313364029,7.0
0.0,0.6566780805587769,0.06055107340216637,0.0
3.0,0.9887450933456421,0.005744308698922396,3.0
5.0,1.0,1.2463636267057154e-05,5.0
1.0,1.0,9.999999747378752e-06,1.0
5.0,1.0,9.999999747378752e-06,5.0
3.0,1.0,2.715373193495907e-05,3.0
8.0,1.0,9.999999747378752e-06,8.0
6.0,0.9333136081695557,0.04063764214515686,6.0
0.0,0.9999834895133972,0.0002897708036471158,0.0
3.0,0.9875108599662781,0.014159007929265499,3.0
0.0,0.9995556473731995,0.0003381538263056427,0.0
5.0,1.0,9.999999747378752e-06,5.0
4.0,0.006762499455362558,0.007452440448105335,2.0
7.0,0.9890487790107727,0.010374890640377998,7.0
7.0,0.9234483242034912,0.058156173676252365,7.0
8.0,1.0,9.999999747378752e-06,8.0
9.0,1.0,9.999999747378752e-06,9.0
2.0,0.369668573141098,0.11346829682588577,4.0
3.0,0.9970843195915222,0.010728362016379833,3.0
9.0,0.8946601152420044,0.26361778378486633,9.0
0.0,0.9991825819015503,0.05847180262207985,0.0
0.0,0.937896192073822,0.023774178698658943,0.0
6.0,0.56974196434021,0.08666055649518967,6.0
7.0,1.0,9.999999747378752e-06,7.0
5.0,1.0,9.999999747378752e-06,5.0
8.0,0.9645057320594788,0.2203105241060257,8.0
6.0,0.6908551454544067,0.07706920057535172,6.0
3.0,0.999995231628418,0.0016051055863499641,3.0
7.0,1.0,9.999999747378752e-06,7.0
9.0,0.9999895691871643,0.0021721445955336094,9.0
7.0,1.0,9.999999747378752e-06,7.0
0.0,0.9996858239173889,0.0011099528055638075,0.0
2.0,0.9259530305862427,0.08169981837272644,2.0
2.0,0.9577666521072388,0.12521597743034363,2.0
1.0,1.0,9.999999747378752e-06,1.0
3.0,0.9539336562156677,0.19154219329357147,3.0
8.0,1.0,9.999999747378752e-06,8.0
2.0,0.9999150633811951,0.023201802745461464,2.0
5.0,1.0,9.999999747378752e-06,5.0
0.0,0.9982852935791016,0.03492901101708412,0.0
4.0,0.9982577562332153,0.0007913258741609752,4.0
5.0,0.9999957084655762,0.009152207523584366,5.0
5.0,1.0,9.999999747378752e-06,5.0
0.0,0.9841282367706299,0.006684105843305588,0.0
1.0,1.0,9.999999747378752e-06,1.0
4.0,0.888150155544281,0.0738929733633995,4.0
1.0,1.0,9.999999747378752e-06,1.0
8.0,1.0,9.999999747378752e-06,8.0
3.0,0.9919136166572571,0.04240657389163971,3.0
1.0,1.0,9.999999747378752e-06,1.0
9.0,0.9997788071632385,0.25810036063194275,9.0
9.0,0.9986000061035156,0.0686924159526825,9.0
9.0,1.0,9.999999747378752e-06,9.0
3.0,0.40356460213661194,0.14774276316165924,3.0
8.0,1.0,9.999999747378752e-06,8.0
5.0,1.0,9.999999747378752e-06,5.0
6.0,0.3347621262073517,0.1104341447353363,4.0
3.0,0.9931535720825195,0.053917452692985535,3.0
3.0,0.9995077848434448,0.0022421919275075197,3.0
8.0,1.0,9.999999747378752e-06,8.0
4.0,0.393964558839798,0.09466306120157242,2.0
3.0,0.9822803735733032,0.005403473507612944,3.0
4.0,0.9995402097702026,0.0017848039278760552,4.0
9.0,1.0,9.999999747378752e-06,9.0
1.0,1.0,9.999999747378752e-06,1.0
2.0,0.9969138503074646,0.03629158437252045,2.0
4.0,0.9999990463256836,0.019809696823358536,4.0
4.0,0.6376304626464844,0.0728970542550087,4.0
2.0,0.43690088391304016,0.08789797127246857,6.0
1.0,1.0,9.999999747378752e-06,1.0
1.0,1.0,9.999999747378752e-06,1.0
3.0,0.9893205165863037,0.18696235120296478,3.0
6.0,0.39328742027282715,0.08924755454063416,4.0
3.0,1.0,9.999999747378752e-06,3.0
6.0,0.034704841673374176,0.12567457556724548,4.0
0.0,0.09970805048942566,0.03022080287337303,3.0
5.0,0.9965340495109558,0.039541278034448624,5.0
3.0,1.0,0.008024672046303749,3.0
1.0,1.0,9.999999747378752e-06,1.0
3.0,0.8534395694732666,0.2949555218219757,3.0
6.0,0.8471501469612122,0.08804117888212204,6.0
0.0,0.49570709466934204,0.10812892764806747,0.0
4.0,0.7112866640090942,0.08899465203285217,4.0
2.0,0.704690158367157,0.09107974171638489,2.0
3.0,0.9811095595359802,0.1389092653989792,3.0
2.0,0.7111780643463135,0.08437235653400421,2.0
5.0,1.0,9.999999747378752e-06,5.0
1.0,1.0,9.999999747378752e-06,1.0
4.0,1.0,0.00022558480850420892,4.0
9.0,1.0,0.003373196814209223,9.0
2.0,0.9988864660263062,0.0030352112371474504,2.0
9.0,1.0,1.0369356459705159e-05,9.0
8.0,1.0,9.999999747378752e-06,8.0
5.0,1.0,9.999999747378752e-06,5.0
2.0,0.9996519684791565,0.001461061998270452,2.0
0.0,0.2972722053527832,0.15686103701591492,3.0
4.0,0.25837966799736023,0.04924848675727844,6.0
1.0,1.0,9.999999747378752e-06,1.0
3.0,0.9869836568832397,0.02980484627187252,3.0
7.0,1.0,9.999999747378752e-06,7.0
8.0,1.0,9.999999747378752e-06,8.0
3.0,0.9700031876564026,0.02214370109140873,3.0
5.0,1.0,9.999999747378752e-06,5.0
8.0,1.0,9.999999747378752e-06,8.0
9.0,0.9999008178710938,0.00012089050142094493,9.0
7.0,0.9446839690208435,0.04678932577371597,7.0
7.0,0.9975876808166504,0.026804132387042046,7.0
2.0,0.9999980330467224,0.014550924301147461,2.0
6.0,0.4167606234550476,0.06445345282554626,0.0
2.0,0.03923416510224342,0.023922130465507507,6.0
1.0,1.0,9.999999747378752e-06,1.0
0.0,0.5661319494247437,0.1416521668434143,0.0
5.0,1.0,1.09932243503863e-05,5.0
5.0,1.0,9.999999747378752e-06,5.0
9.0,1.0,1.0027591088146437e-05,9.0
9.0,1.0,9.999999747378752e-06,9.0
2.0,0.8608981370925903,0.13930471241474152,2.0
5.0,1.0,9.999999747378752e-06,5.0
0.0,0.9937626719474792,0.0006265297415666282,0.0
6.0,0.39866355061531067,0.05271909013390541,0.0
9.0,1.0,0.05874021723866463,9.0
6.0,0.9999775290489197,0.0017106966115534306,6.0
7.0,1.0,9.999999747378752e-06,7.0
2.0,0.7941698431968689,0.12236003577709198,2.0
7.0,0.9999837279319763,0.00046439003199338913,7.0
9.0,1.0,9.999999747378752e-06,9.0
1.0,1.0,9.999999747378752e-06,1.0
5.0,1.0,9.999999747378752e-06,5.0
3.0,0.8414231538772583,0.0792129710316658,3.0
5.0,1.0,9.999999747378752e-06,5.0
0.0,0.47492924332618713,0.06026766449213028,0.0
7.0,0.8797012567520142,0.026820141822099686,7.0
1.0,0.6406077146530151,0.22687803208827972,1.0
7.0,1.0,9.999999747378752e-06,7.0
3.0,0.9892200231552124,0.0201412420719862,3.0
2.0,0.5176869630813599,0.10552669316530228,2.0
8.0,1.0,9.999999747378752e-06,8.0
6.0,0.07009156793355942,0.05059290677309036,4.0
5.0,1.0,9.999999747378752e-06,5.0
0.0,0.999995231628418,0.00044328023795969784,0.0
0.0,0.36089596152305603,0.07998110353946686,0.0
2.0,0.8900324106216431,0.07187292724847794,2.0
9.0,1.0,9.999999747378752e-06,9.0
9.0,1.0,9.999999747378752e-06,9.0
1.0,1.0,9.999999747378752e-06,1.0
